Title,Topic1,Stitle,Sentiment
女生开始健身和力量训练后，生活会发生哪些改变？,"健身, 减肥, 运动健身, 运动过春天","刚养成跑步习惯一个多月，最近出差，附近路况太差，到处是汽车，到处是坑洼，小路很多碎石头。跑了两天，隐隐膝盖疼，想先换个运动。
不会游泳，暂时还不想学。",0.6654659424272741
健身过后总是下背疼？,"健身, 健身教练, 运动减肥, 健身指导, 健身与减脂",一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,0.8654819830748856
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂","总是在视频上看到健身三个月或者半年的小伙子有了翻天覆地的变化，，感觉有点不可思议，同样是天天一小时，坚持了三个月，我为什么达不到理想的效果？每天锻炼完两个鸡蛋+两个蛋清，两勺增肌粉，你的历程是怎样的？
附图两张
现在的
三个月前
——————————————————————割——
5月28号补充
我的锻炼计划是
第一天:胸＋肱二头
第二天:背+肩
第三天:腿+腹
锻炼:
锻炼前会有5-10分钟的拉伸活动，除了腿，其它的肌肉一般是3-4个动作，每个动作五组，每组10-12下，力量适中，动作较慢，每次尽可能保证高质量的完成，锻炼腿每次三十分钟以上，三天一个循环，每周休息一天，（除了兼职那天，因为回来的时候都十点多了，学校健身房都关门了，顺便提下，学校健身房是免费的，兼职是为了买粉和水果之类的）因为看了赛普学院的视频，上过陈箭春老师的课。

饮食:
每天锻炼后一个鸡蛋+三个蛋清+2勺增肌粉+200ml牛奶，中午加个水果，三餐比以前有所减少，（人家说的少吃多餐）其它时间有时候加零食。我也想加到每天六餐，可是条件不允许，只有四餐凑合。每天11.30休息，7点起床。
我是觉得自己的肩膀宽了不少，肌肉有一些改观，但是体重就是上不去，基本上就是长了5斤，听说锻炼到了平台期很难长，过了之后白长的快，我是属于这种吗，还是饮食有问题？谢谢各位指点",0.9978601426759676
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象","学校旁边的健身房不太专业，里面的教练好多也都是体院学生兼职的，所以求广大知友给推荐一个健身计划吧。
先说下我的情况，身高175，体重72KG，腹部以及臀部和大腿有很厚的脂肪堆积，上半身到还好，胸部无肉无脂肪。现在就是想一方面能把腿和腹部的脂肪减掉，另一方面也希望能练出来肌肉~~~毕竟夏天了么，男孩子也想露肉呀~~我的体能方面属于偏差的那种，跑步速度75的话能跑15-20分钟就喘的不行了。然后就是说每次健身练多久，练到什么程度可以就可以结束了？我两天去一次健身房，下午五点左右去，每次去练一个多小时，先骑十五分钟单车，其他的器材就是漫无目的的练了，所以很希望有一份具体的健身计划。",0.9209286325501745
有哪些令人后悔莫及的减脂误区？,"健身, 减脂, 运动减肥, 健身与减脂, 减肥经验",我身高不高，162，腿比同身高的人要长一点，单位量体做西裤，每次裤长三尺一。所以腰特别短，肋骨下面不足一拳就是胯骨，无论多瘦都是邮筒………腿也奇怪，大腿长小腿短，跪着时脚后跟刚到股骨头那位置………像我这种情况，应该怎么训练呢,0.9658762938332415
健身练哪部分肌肉会让人变得挺拔？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形",一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,0.8115367699436392
本人男，体型不胖为什么下巴很多肉，有点双下巴。？,"健身, 减脂, 健身与减脂, 下巴","最近健身打算开始磕粉，发现蛋白粉（Whey protein）太难冲开，总是结块…凉水温水都试过，摇也摇了，到底怎么才能冲开？多谢！
@陈柏龄@健身帮",0.6237113231742493
女生开始健身和力量训练后，生活会发生哪些改变？,"健身, 减肥, 运动健身, 运动过春天","我很胖，一米七出头的身高，160斤，体质很弱，力气很小。
我现在一个引体向上也做不了，我需要怎么练习，才能每次可以做10个引体向上？",0.6710054300357604
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂","女 20周岁。身高178 体重210斤。一度胖到242，从小就胖且管不住嘴，买了个体脂称发现内脏脂肪太高了。现在脚崴骨裂了还没有好完全。并不能强度运动。崴脚前跑步加不吃晚饭减到203了。但是在家休养这半个多月又胖起来了。附图各指标。求大神支招

补充 遗传性肥胖",0.6664736504554712
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂","女 20周岁。身高178 体重210斤。一度胖到242，从小就胖且管不住嘴，买了个体脂称发现内脏脂肪太高了。现在脚崴骨裂了还没有好完全。并不能强度运动。崴脚前跑步加不吃晚饭减到203了。但是在家休养这半个多月又胖起来了。附图各指标。求大神支招

补充 遗传性肥胖",0.6651818148294937
弹力带可以代替哑铃进行力量训练吗？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形","中餐，特别是川菜，用油之多相当恐怖。而且很多中餐（比如煲汤）即便是不用油也离不开很多隐形油（比如鸡腿上的鸡皮、猪皮）
而且基本上除了骨头都是吃的一干二净的。比如鸡汤、蹄花汤，汤里厚厚的油脂被人喝进去，还会吃皮。重辣地区还会蘸辣椒酱作为提味蘸料（辣椒酱使用辣椒油、菜籽油、花生油等制作而成）

比如川菜家常菜：回锅肉
一般用20ml以上的油去炒菜（一点都不夸张。。。我们家族很多家庭用多油炒菜，有的菜甚至还有下宽油的，有句俗话叫油多不误菜）
炒的肉是五花肉，肥瘦参半那种，五花肉里的猪油含量也不低了啊。
虽说最后炒出来回锅肉只会吃菜和肉，不会把最后的油料混合物喝掉，但是这一盘菜热量妥妥的不低了。

还有外国的炸鸡、汉堡（中间是炸鸡、炸鱼、炸虾等那种汉堡）
也是用油不低的食物。
而且外国人经常吃也胖，中国人吃也胖。充分证明了油脂使人发胖

还有烧烤、羊肉串、火锅等等
明明这些东西都是使人变胖的东西。（吃这些东西的时候可以完全不吃主食、精粮，甚至可以不吃土豆、藕等含淀粉类高的食物）

明明一克脂肪含有9大卡热量，一克碳水才7大卡热量。
而且中国人吃甜食和糖也没有欧美人那么恐怖。

为什么主流观点却是碳水（糖）才是导致人长胖的元凶？

况且即便是川菜下饭，一碗米饭120大卡热量 成年男性一般食量3碗不过500大卡 也不算多啊。比起各种一盘家常菜（糖醋xx 水煮xx 火爆xx xx炒肉等）热量小多了吧",0.485418450437874
请问有练过美丽芭蕾的吗？就是Ballet Beautiful，是不是可以改变气质？,"健身, 美体, 健身技术, 健身与减脂, 健身塑形",从160斤减到130斤（前期跑步后期跑步加器械训练），肚子明显瘦了一圈，但是脂肪仍然很厚（目前腰围86cm身高175cm），请问接下来如何进行？,0.3720111608000702
有哪些令人后悔莫及的减脂误区？,"健身, 减脂, 运动减肥, 健身与减脂, 减肥经验","是不是需要先来张健身照镇楼？

前不久练完肩拍的 充血了…
很久前一个朋友问我 你经常锻炼 要是停止了 身材岂不是瞬间变到解放前？
然而 我告诉她 我为嘛要停止？为嘛要中止一件自己最热爱的事情？
很多人问我 为什么我运动坚持不下去 为什么我不想去健身房 我想回家躺沙发上追美剧 我想吃好次的去 我要加班 我要陪另一半……
首先 我也爱看了好几年了美剧 我也吃好次的 我也加班
但我还是每周坚持4-5次泡健身房 每次训练2-3小时
然而我总结出 为什么有的人说不能坚持
那是你容忍你当下身材的不足 更是你并不热爱健身热爱运动 没有那么强的欲望想要一个好身材 健康的身体 你就是懒！
我并没有觉得自己很厉害很棒 我只是在健身这条路上走得真的很快乐
我一个朋友形容我的：除了上班 你生活里最多的就是铁坨坨…
接下来 晒点健身照 希望能感染懒得运动的朋友们

左是健身房认识的朋友

狂暴滤镜出腹肌


肌肉腿
这都是最近
这些都是最近的照",0.9700367379452645
健身吃增肌粉有副作用嘛？,"生活, 健身, 健身技术, 健身补剂, 健身增肌","总是在视频上看到健身三个月或者半年的小伙子有了翻天覆地的变化，，感觉有点不可思议，同样是天天一小时，坚持了三个月，我为什么达不到理想的效果？每天锻炼完两个鸡蛋+两个蛋清，两勺增肌粉，你的历程是怎样的？
附图两张
现在的
三个月前
——————————————————————割——
5月28号补充
我的锻炼计划是
第一天:胸＋肱二头
第二天:背+肩
第三天:腿+腹
锻炼:
锻炼前会有5-10分钟的拉伸活动，除了腿，其它的肌肉一般是3-4个动作，每个动作五组，每组10-12下，力量适中，动作较慢，每次尽可能保证高质量的完成，锻炼腿每次三十分钟以上，三天一个循环，每周休息一天，（除了兼职那天，因为回来的时候都十点多了，学校健身房都关门了，顺便提下，学校健身房是免费的，兼职是为了买粉和水果之类的）因为看了赛普学院的视频，上过陈箭春老师的课。

饮食:
每天锻炼后一个鸡蛋+三个蛋清+2勺增肌粉+200ml牛奶，中午加个水果，三餐比以前有所减少，（人家说的少吃多餐）其它时间有时候加零食。我也想加到每天六餐，可是条件不允许，只有四餐凑合。每天11.30休息，7点起床。
我是觉得自己的肩膀宽了不少，肌肉有一些改观，但是体重就是上不去，基本上就是长了5斤，听说锻炼到了平台期很难长，过了之后白长的快，我是属于这种吗，还是饮食有问题？谢谢各位指点",0.9459285576990704
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂","女 20周岁。身高178 体重210斤。一度胖到242，从小就胖且管不住嘴，买了个体脂称发现内脏脂肪太高了。现在脚崴骨裂了还没有好完全。并不能强度运动。崴脚前跑步加不吃晚饭减到203了。但是在家休养这半个多月又胖起来了。附图各指标。求大神支招

补充 遗传性肥胖",0.6651818148294937
蝶形机夹胸为何感觉到肱二头肌酸？,"健身, 胸肌, 健美, 健身与减脂, 健身塑形",一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,0.9419549638134397
女生坚持健身是种怎样的体验？,"健身, 健身器械, 健身塑形, 健身增肌","是不是需要先来张健身照镇楼？

前不久练完肩拍的 充血了…
很久前一个朋友问我 你经常锻炼 要是停止了 身材岂不是瞬间变到解放前？
然而 我告诉她 我为嘛要停止？为嘛要中止一件自己最热爱的事情？
很多人问我 为什么我运动坚持不下去 为什么我不想去健身房 我想回家躺沙发上追美剧 我想吃好次的去 我要加班 我要陪另一半……
首先 我也爱看了好几年了美剧 我也吃好次的 我也加班
但我还是每周坚持4-5次泡健身房 每次训练2-3小时
然而我总结出 为什么有的人说不能坚持
那是你容忍你当下身材的不足 更是你并不热爱健身热爱运动 没有那么强的欲望想要一个好身材 健康的身体 你就是懒！
我并没有觉得自己很厉害很棒 我只是在健身这条路上走得真的很快乐
我一个朋友形容我的：除了上班 你生活里最多的就是铁坨坨…
接下来 晒点健身照 希望能感染懒得运动的朋友们

左是健身房认识的朋友

狂暴滤镜出腹肌


肌肉腿
这都是最近
这些都是最近的照",0.7788496505503356
女生如何拥有良好体态？,"健身, 女性, 女生, 形体, 体态矫正有多重要","前几年流行练人鱼线、马甲线，于是每天都在疯狂的腹肌撕裂，后来马甲线是有了，发现体型总的来说不太匀称。有想过调整训练部位，但总是在徒有其表的道路上越走越远。近一年，工作压力特别大，身体容易僵硬疼痛，想法上也有了不少改观，还是想把锻炼身体的目的放在身体健康上，希望良好的肌肉群能给我带来不少活力。

那么问题来了，应该怎么练才是真正的锻炼到了肌肉，不仅仅是外形好看呢？应该注重哪里？我看知乎一小时电子书出了斌卡的新书《硬派健身：臀腿训练》，有没有人跟着练过？效果如何？

还有就是，我也想练出翘臀，但是怎么看网上晒图的，也不是很翘啊？这跟亚洲人种有没有关系？",0.6448803606012206
健身练哪部分肌肉会让人变得挺拔？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形","如图，我现在健身减脂，早晚饭都是50g麦片+250ml牛奶，这样算来就是387kcal
而二两米饭是115kcal，加点菜差不多250kcal，那么为什么有许多人减脂选择麦片加牛奶，而不是米饭+菜呢？
健身新手，希望各位解答。",0.5665195982279648
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,0.997673542946286
怎样减脂的同时保持基础代谢与肌肉量，如何减肥少掉／不掉肌肉？,"健身, 减肥, 增肌, 健身与减脂, 健身增肌","去健身房练大腿外侧做器械的时候发现两只脚的感觉右腿负重多而且很累，另一只完全没感觉，后来跑步也是这样，教练说是长短退，需要通过矫正盆骨做一些徒手训练。 问过另外一些盆友，说靠墙站或者跳绳有用，后来问教练他说没用，在网上查也没个具体的办法。 后头去健身房，有次炼上身做器械（两只手同时拉杆下来），左右手也跟腿脚的情况一样，教练告诉我大意是长短退影响之类的。 我只能确认自己应该是长期站姿或者坐得不对，习惯不好引起的这种情况（负重不同），手脚都没受过伤，那么如何在日常矫正呢？（教练不说，没百度到个所以然出来） 本来不想当伸手党，这次就无耻一回，教练老喊请私教搞得真不愿意去。
知道的朋友请告知一下，谢谢大家！拜托拜托拜托拜托！",0.6561052937007111
半年或者一年健身下来你有了多大的变化？,"健身, 健身技术, 运动减肥, 健身增肌",需要过一种有序的有规律的集体生活，一起练功健身，又能通过劳动挣点钱养家糊口。武当山，少林寺，恐怕不会轻易收人。河南省内有木有这样的地方呢？？？困扰多年，貌似只有这个办法好。,0.8662043768790769
上班族怎么高效利用下班时间健身？,"健身, 运动, 健身与减脂, 职场人, 运动过春天",两个月内如何快速减脂？,0.7280871795912734
减肥健身时候晚餐应该吃些什么？,"健身, 减肥, 健身与减脂, 减肥经验",很瘦的大学生如何在宿舍增重增肌？,0.9740544125126472
健身了是不是一辈子只能与健康餐为伍？,"健身, 减脂, 健身与减脂",要想穿衣服好看，女生身上哪些地方需要注意锻炼？,0.7283527908783323
增肌已经有段时间，效果明显，，但是偏偏肚子也跟着一起大，有同样情况的人吗？,"健身, 运动, 运动减肥, 增肌, 健身增肌",两个月内如何快速减脂？,0.7582239122347225
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",坚持跑步到底有哪些改变？,0.9143524043967627
哪一个瞬间让你下定决心，开始健身了？,"减肥, 运动健身, 运动过春天",健身房都有哪些健身器材？分别有什么作用？,0.9250713412961235
健身小白，去了健身房真的除了跑步不知道干什么？,"健身, 减肥, 健身教练, 健身与减脂, 减肥方法",上大学后是否还有可能通过锻炼的方式再长高几厘米？,0.7207321311991969
按照大家说的方法 我的腿粗了是什么原因 ？女生小腿非常壮怎么办？,"健身, 减肥, 健身与减脂",坚持跑步到底有哪些改变？,0.5727202376770918
除了跑步和游泳，还有哪些容易坚持的不伤膝盖的有氧运动？,"健身, 跑步, 游泳, 坚持",跳绳健身有哪些需要注意的地方？,0.5362078150710832
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",在工厂里干粗活能起到健身的效果吗？,0.7428595972851104
什么是健身婊？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,0.36815241922649894
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象",如何评价知名视频博主「田野上的繁荣」在 2 月 20 日的视频中劝大学生少在意工资高低，多注重锻炼？,0.5971463607848211
健身房有哪些奇葩逗逼？,"健身, 健身教练, 营养, 增肌, 健身增肌",那些经常健身的人，后来怎么样了？,0.6906327195080347
怎么用现代眼光评价施瓦辛格的健身百科全书？,"健身, 健身教练, 健身指导, 健身与减脂, 健身补剂",女孩子平时在家里有哪些健身锻炼的好方法？,0.9466588698429786
半年或者一年健身下来你有了多大的变化？,"健身, 健身技术, 运动减肥, 健身增肌",如何锻炼不紧张的能力？,0.822180464046604
为什么跑步要坚持40分钟 每天跑30分钟也能减肥吗？,"健身, 减肥, 健身与减脂, 科学跑步",大学体育课男生引体向上 20 个满分合理吗（5 个开始有分）？,0.7831695814338442
有哪些适合健身新手的健身计划？,"健身, 健身教练, 健身标准, 运动减肥, 健身与减脂",如何锻炼不紧张的能力？,0.6710329157382476
通过跳绳瘦下来是一种怎么样的体验？,"健身, 运动, 减肥, 跳绳, 健身与减脂",有一个热爱健身的女朋友是怎样的体验？,0.9496630978993025
仰卧起坐常犯的错误有哪些？正确的姿势又是怎样的？,"健身, 仰卧起坐, 运动, 锻炼, 健身与减脂",「卷腹」和普通的「仰卧起坐」有什么区别？,0.44166966987513434
腿长腰短，塑身太痛苦，求教方法？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",是否应该每天都做俯卧撑？,0.45499233268938183
一公斤脂肪到底是9000大卡还是7700大卡？,"健康, 健身, 减肥, 健身与减脂",为什么动物几乎不锻炼肌肉还那么发达，人却要不断健身才可以？,0.9629864159134173
在健身房，你最讨厌什么样的人？,"健身, 运动, 心理健康, 行为, 健身房",女孩子平时在家里有哪些健身锻炼的好方法？,0.8670937307266243
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",大肌肉除了好看还有什么意义？,0.9907272671199164
有哪些是你健身之后才知道的伪健身知识？,"健身, 健身教练, 健身房, 健身指导",一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,0.7392231462744291
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象",两个月内如何快速减脂？,0.7228720881504275
蛋白粉到底怎么冲？,"健身, 蛋白粉, 增肌, 健身增肌",坚持跑步到底有哪些改变？,0.8075829790119791
如何从零开始练习引体向上？,"健身, 体育, 引体向上, 肌肉力量, 健身与减脂",一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,0.635846713864768
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",如何练胸肌？,0.9770026309570786
“肌肉在休息的时候超量生长”，其中关于“休息”的定义是睡觉吗？,"健身, 肌肉, 肌肉训练, 健身与减脂",很瘦的话该如何增肌？,0.9200138097293197
女生如何自己健身？,"健身, 健身教练, 健身器材, 健身技术, 健身与减脂",如何锻炼不紧张的能力？,0.7287758176119018
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",仰卧起坐常犯的错误有哪些？正确的姿势又是怎样的？,0.8047015638557303
什么是健身婊？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",每天坚持一个小时的锻炼，是种什么样的体验？,0.5039588582744424
剖腹产后多久可以运动减肥？什么运动比较适合？以及哺乳期如何减肥不减奶？,"健身, 健身与减脂, 减肥方法, 产后减肥, 健身塑形",女生如何练背以及肩膀？,0.7970112013423202
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",健身房都有哪些健身器材？分别有什么作用？,0.9293283914796984
为什么碳水和糖才是长胖元凶，明明脂肪热量更高啊？,"健身, 食品营养, 减脂, 热量, 饮食营养",有一个热爱健身的女朋友是怎样的体验？,0.601031376530292
低碳水饮食会让人变笨吗？,"健康, 健身, 健康膳食, 科学饮食, 健身与减脂",有哪些让健身者尴尬的问题？,0.6773654108588384
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",两个月内如何快速减脂？,0.8009675429797363
如何减掉腰腹部的脂肪？,"健康, 健身, 减肥, 肌肉, 减肥方法",有一个热爱健身的女朋友是怎样的体验？,0.9599762748107713
有哪些令人后悔莫及的减脂误区？,"健身, 减脂, 运动减肥, 健身与减脂, 减肥经验",如何练胸肌？,0.9478873905476893
弹力带可以代替哑铃进行力量训练吗？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形",如何学会引体向上？,0.751847760695659
健身圈到底有多乱？,"健身, 运动减肥, 健身与减脂, 健身塑形, 这个群体乱吗",哪些部位的肌肉发达会给人一种强壮魁梧的感觉？另外如何练就这个部位的肌肉？,0.6290458639223289
160减到130，为何腹部脂肪仍然很厚？,"健身, 减肥, 减脂, 健身与减脂",上身正常臀腿部过肥的人怎么塑形？,0.6053616568679232
女生坚持健身是种怎样的体验？,"健身, 健身器械, 健身塑形, 健身增肌",那些经常健身的人，后来怎么样了？,0.6459959950115945
请教健身达人科普一下什么是碳水化合物，蛋白质& 脂肪？,"健身, 运动减肥, 健身与减脂",让儿童从小锻炼出棱角分明的肌肉会有哪些弊端？,0.9768213977086853
健身房有哪些奇葩逗逼？,"健身, 健身教练, 营养, 增肌, 健身增肌",一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,0.638108442732979
半年或者一年健身下来你有了多大的变化？,"健身, 健身技术, 运动减肥, 健身增肌",如何锻炼腹肌和腰肌，又不伤腰椎？,0.8849832310307711
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",跑步瘦身的你们每次跑多长时间，又是多久发现自己瘦了的呢？,0.9798724301642275
怎么减内脏脂肪？,"健身, 脂肪, 减脂, 健身与减脂",大学四年，通过健身你获得了什么？,0.9429117737379272
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象",你健身之后对身材的审美发生了什么变化？,0.9062386735456055
杠铃卧推比哑铃卧推好在哪里？为什么大家都先推荐杠铃而非哑铃呢？,"健身, 身体健康, 健身器材, 健身增肌",如何练胸肌？,0.8986259107299718
什么是健身婊？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",怎样能锻炼出识人的眼力？,0.4981372350607625
女生坚持健身是种怎样的体验？,"健身, 健身器械, 健身塑形, 健身增肌",为什么动物几乎不锻炼肌肉还那么发达，人却要不断健身才可以？,0.7776466715182138
减肥健身应该注重什么部位，才能达到真正的肌肉锻炼而不仅仅是徒有其表？,"健身, 锻炼, 健身与减脂, 健身增肌",那些经常健身的人，后来怎么样了？,0.8391569232924487
