Title,Topics,Likes,Followers,Views,Stitle,Unnamed: 6
有哪些令人后悔莫及的减脂误区？,"健身, 减脂, 运动减肥, 健身与减脂, 减肥经验",84,3867,2844062,我身高不高，162，腿比同身高的人要长一点，单位量体做西裤，每次裤长三尺一。所以腰特别短，肋骨下面不足一拳就是胯骨，无论多瘦都是邮筒………腿也奇怪，大腿长小腿短，跪着时脚后跟刚到股骨头那位置………像我这种情况，应该怎么训练呢,
健身练哪部分肌肉会让人变得挺拔？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形",212,14059,2275443,一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,
本人男，体型不胖为什么下巴很多肉，有点双下巴。？,"健身, 减脂, 健身与减脂, 下巴",20,59,110761,"最近健身打算开始磕粉，发现蛋白粉（Whey protein）太难冲开，总是结块…凉水温水都试过，摇也摇了，到底怎么才能冲开？多谢！
@陈柏龄@健身帮",
女生开始健身和力量训练后，生活会发生哪些改变？,"健身, 减肥, 运动健身, 运动过春天",2,152,73551,"我很胖，一米七出头的身高，160斤，体质很弱，力气很小。
我现在一个引体向上也做不了，我需要怎么练习，才能每次可以做10个引体向上？",
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",19,5662,1688433,"女 20周岁。身高178 体重210斤。一度胖到242，从小就胖且管不住嘴，买了个体脂称发现内脏脂肪太高了。现在脚崴骨裂了还没有好完全。并不能强度运动。崴脚前跑步加不吃晚饭减到203了。但是在家休养这半个多月又胖起来了。附图各指标。求大神支招

补充 遗传性肥胖",
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",378,8332,4397134,"女 20周岁。身高178 体重210斤。一度胖到242，从小就胖且管不住嘴，买了个体脂称发现内脏脂肪太高了。现在脚崴骨裂了还没有好完全。并不能强度运动。崴脚前跑步加不吃晚饭减到203了。但是在家休养这半个多月又胖起来了。附图各指标。求大神支招

补充 遗传性肥胖",
弹力带可以代替哑铃进行力量训练吗？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形",17,60,292234,"中餐，特别是川菜，用油之多相当恐怖。而且很多中餐（比如煲汤）即便是不用油也离不开很多隐形油（比如鸡腿上的鸡皮、猪皮）
而且基本上除了骨头都是吃的一干二净的。比如鸡汤、蹄花汤，汤里厚厚的油脂被人喝进去，还会吃皮。重辣地区还会蘸辣椒酱作为提味蘸料（辣椒酱使用辣椒油、菜籽油、花生油等制作而成）

比如川菜家常菜：回锅肉
一般用20ml以上的油去炒菜（一点都不夸张。。。我们家族很多家庭用多油炒菜，有的菜甚至还有下宽油的，有句俗话叫油多不误菜）
炒的肉是五花肉，肥瘦参半那种，五花肉里的猪油含量也不低了啊。
虽说最后炒出来回锅肉只会吃菜和肉，不会把最后的油料混合物喝掉，但是这一盘菜热量妥妥的不低了。

还有外国的炸鸡、汉堡（中间是炸鸡、炸鱼、炸虾等那种汉堡）
也是用油不低的食物。
而且外国人经常吃也胖，中国人吃也胖。充分证明了油脂使人发胖

还有烧烤、羊肉串、火锅等等
明明这些东西都是使人变胖的东西。（吃这些东西的时候可以完全不吃主食、精粮，甚至可以不吃土豆、藕等含淀粉类高的食物）

明明一克脂肪含有9大卡热量，一克碳水才7大卡热量。
而且中国人吃甜食和糖也没有欧美人那么恐怖。

为什么主流观点却是碳水（糖）才是导致人长胖的元凶？

况且即便是川菜下饭，一碗米饭120大卡热量 成年男性一般食量3碗不过500大卡 也不算多啊。比起各种一盘家常菜（糖醋xx 水煮xx 火爆xx xx炒肉等）热量小多了吧",
请问有练过美丽芭蕾的吗？就是Ballet Beautiful，是不是可以改变气质？,"健身, 美体, 健身技术, 健身与减脂, 健身塑形",9,6308,3592575,从160斤减到130斤（前期跑步后期跑步加器械训练），肚子明显瘦了一圈，但是脂肪仍然很厚（目前腰围86cm身高175cm），请问接下来如何进行？,
有哪些令人后悔莫及的减脂误区？,"健身, 减脂, 运动减肥, 健身与减脂, 减肥经验",84,3867,2844064,"是不是需要先来张健身照镇楼？

前不久练完肩拍的 充血了…
很久前一个朋友问我 你经常锻炼 要是停止了 身材岂不是瞬间变到解放前？
然而 我告诉她 我为嘛要停止？为嘛要中止一件自己最热爱的事情？
很多人问我 为什么我运动坚持不下去 为什么我不想去健身房 我想回家躺沙发上追美剧 我想吃好次的去 我要加班 我要陪另一半……
首先 我也爱看了好几年了美剧 我也吃好次的 我也加班
但我还是每周坚持4-5次泡健身房 每次训练2-3小时
然而我总结出 为什么有的人说不能坚持
那是你容忍你当下身材的不足 更是你并不热爱健身热爱运动 没有那么强的欲望想要一个好身材 健康的身体 你就是懒！
我并没有觉得自己很厉害很棒 我只是在健身这条路上走得真的很快乐
我一个朋友形容我的：除了上班 你生活里最多的就是铁坨坨…
接下来 晒点健身照 希望能感染懒得运动的朋友们

左是健身房认识的朋友

狂暴滤镜出腹肌


肌肉腿
这都是最近
这些都是最近的照",
健身吃增肌粉有副作用嘛？,"生活, 健身, 健身技术, 健身补剂, 健身增肌",13,74,195970,"总是在视频上看到健身三个月或者半年的小伙子有了翻天覆地的变化，，感觉有点不可思议，同样是天天一小时，坚持了三个月，我为什么达不到理想的效果？每天锻炼完两个鸡蛋+两个蛋清，两勺增肌粉，你的历程是怎样的？
附图两张
现在的
三个月前
——————————————————————割——
5月28号补充
我的锻炼计划是
第一天:胸＋肱二头
第二天:背+肩
第三天:腿+腹
锻炼:
锻炼前会有5-10分钟的拉伸活动，除了腿，其它的肌肉一般是3-4个动作，每个动作五组，每组10-12下，力量适中，动作较慢，每次尽可能保证高质量的完成，锻炼腿每次三十分钟以上，三天一个循环，每周休息一天，（除了兼职那天，因为回来的时候都十点多了，学校健身房都关门了，顺便提下，学校健身房是免费的，兼职是为了买粉和水果之类的）因为看了赛普学院的视频，上过陈箭春老师的课。

饮食:
每天锻炼后一个鸡蛋+三个蛋清+2勺增肌粉+200ml牛奶，中午加个水果，三餐比以前有所减少，（人家说的少吃多餐）其它时间有时候加零食。我也想加到每天六餐，可是条件不允许，只有四餐凑合。每天11.30休息，7点起床。
我是觉得自己的肩膀宽了不少，肌肉有一些改观，但是体重就是上不去，基本上就是长了5斤，听说锻炼到了平台期很难长，过了之后白长的快，我是属于这种吗，还是饮食有问题？谢谢各位指点",
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",378,8332,4397137,"女 20周岁。身高178 体重210斤。一度胖到242，从小就胖且管不住嘴，买了个体脂称发现内脏脂肪太高了。现在脚崴骨裂了还没有好完全。并不能强度运动。崴脚前跑步加不吃晚饭减到203了。但是在家休养这半个多月又胖起来了。附图各指标。求大神支招

补充 遗传性肥胖",
蝶形机夹胸为何感觉到肱二头肌酸？,"健身, 胸肌, 健美, 健身与减脂, 健身塑形",1,28,74352,一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,
女生坚持健身是种怎样的体验？,"健身, 健身器械, 健身塑形, 健身增肌",108,8618,9594074,"是不是需要先来张健身照镇楼？

前不久练完肩拍的 充血了…
很久前一个朋友问我 你经常锻炼 要是停止了 身材岂不是瞬间变到解放前？
然而 我告诉她 我为嘛要停止？为嘛要中止一件自己最热爱的事情？
很多人问我 为什么我运动坚持不下去 为什么我不想去健身房 我想回家躺沙发上追美剧 我想吃好次的去 我要加班 我要陪另一半……
首先 我也爱看了好几年了美剧 我也吃好次的 我也加班
但我还是每周坚持4-5次泡健身房 每次训练2-3小时
然而我总结出 为什么有的人说不能坚持
那是你容忍你当下身材的不足 更是你并不热爱健身热爱运动 没有那么强的欲望想要一个好身材 健康的身体 你就是懒！
我并没有觉得自己很厉害很棒 我只是在健身这条路上走得真的很快乐
我一个朋友形容我的：除了上班 你生活里最多的就是铁坨坨…
接下来 晒点健身照 希望能感染懒得运动的朋友们

左是健身房认识的朋友

狂暴滤镜出腹肌


肌肉腿
这都是最近
这些都是最近的照",
女生如何拥有良好体态？,"健身, 女性, 女生, 形体, 体态矫正有多重要",823,47592,11644720,"前几年流行练人鱼线、马甲线，于是每天都在疯狂的腹肌撕裂，后来马甲线是有了，发现体型总的来说不太匀称。有想过调整训练部位，但总是在徒有其表的道路上越走越远。近一年，工作压力特别大，身体容易僵硬疼痛，想法上也有了不少改观，还是想把锻炼身体的目的放在身体健康上，希望良好的肌肉群能给我带来不少活力。

那么问题来了，应该怎么练才是真正的锻炼到了肌肉，不仅仅是外形好看呢？应该注重哪里？我看知乎一小时电子书出了斌卡的新书《硬派健身：臀腿训练》，有没有人跟着练过？效果如何？

还有就是，我也想练出翘臀，但是怎么看网上晒图的，也不是很翘啊？这跟亚洲人种有没有关系？",
健身练哪部分肌肉会让人变得挺拔？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形",212,14059,2275445,"如图，我现在健身减脂，早晚饭都是50g麦片+250ml牛奶，这样算来就是387kcal
而二两米饭是115kcal，加点菜差不多250kcal，那么为什么有许多人减脂选择麦片加牛奶，而不是米饭+菜呢？
健身新手，希望各位解答。",
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",378,8332,4397141,一说主要应该看全天消耗的总热量，包括基础代谢，各种身体，头脑活动，锻炼等等;还有一说是最好看你所做的锻炼（无论各种类型）脂肪供能所占百分比，因为一天总消耗也可能是糖类成为主要供能，轮不到脂肪消耗。我现在云里雾里了，到底该看哪一点呢？,
怎样减脂的同时保持基础代谢与肌肉量，如何减肥少掉／不掉肌肉？,"健身, 减肥, 增肌, 健身与减脂, 健身增肌",27,3636,799586,"去健身房练大腿外侧做器械的时候发现两只脚的感觉右腿负重多而且很累，另一只完全没感觉，后来跑步也是这样，教练说是长短退，需要通过矫正盆骨做一些徒手训练。 问过另外一些盆友，说靠墙站或者跳绳有用，后来问教练他说没用，在网上查也没个具体的办法。 后头去健身房，有次炼上身做器械（两只手同时拉杆下来），左右手也跟腿脚的情况一样，教练告诉我大意是长短退影响之类的。 我只能确认自己应该是长期站姿或者坐得不对，习惯不好引起的这种情况（负重不同），手脚都没受过伤，那么如何在日常矫正呢？（教练不说，没百度到个所以然出来） 本来不想当伸手党，这次就无耻一回，教练老喊请私教搞得真不愿意去。
知道的朋友请告知一下，谢谢大家！拜托拜托拜托拜托！",
半年或者一年健身下来你有了多大的变化？,"健身, 健身技术, 运动减肥, 健身增肌",21,823,1245501,需要过一种有序的有规律的集体生活，一起练功健身，又能通过劳动挣点钱养家糊口。武当山，少林寺，恐怕不会轻易收人。河南省内有木有这样的地方呢？？？困扰多年，貌似只有这个办法好。,
上班族怎么高效利用下班时间健身？,"健身, 运动, 健身与减脂, 职场人, 运动过春天",45,227,64934,两个月内如何快速减脂？,
减肥健身时候晚餐应该吃些什么？,"健身, 减肥, 健身与减脂, 减肥经验",127,1424,1843196,很瘦的大学生如何在宿舍增重增肌？,我身高182cm，体重只有55~60kg，穿衣撑不起还经常买不到合适腰身的裤子。食量中等偏上，也挺爱吃肉，还三天两头吃夜宵，但就是长不胖。问题：1.在不去健身房的情况下，锻炼+喝蛋白粉还是增重增肌的最优选择吗？2.有什么比较方便在宿舍内进行的锻炼活动？3.在进行多大强度、多高频率的锻炼时才适合喝蛋白粉？4.蛋白粉效果如何以及有哪些比较好的蛋白粉推荐？本题已加入知乎圆桌 »成为运动达人，更多「健身」讨论欢迎关注。
健身了是不是一辈子只能与健康餐为伍？,"健身, 减脂, 健身与减脂",3,3899,1423259,要想穿衣服好看，女生身上哪些地方需要注意锻炼？,除了瘦。相似问题：女生如何健身，才能做到穿衣显瘦，形体优美？要想不穿衣服好看，女生身上哪些地方需要注意锻炼？ - 健身男生版：要想穿衣服好看，男生需要练好哪几块肌肉？
增肌已经有段时间，效果明显，，但是偏偏肚子也跟着一起大，有同样情况的人吗？,"健身, 运动, 运动减肥, 增肌, 健身增肌",20,79,104782,两个月内如何快速减脂？,
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",19,5662,1688435,坚持跑步到底有哪些改变？,"首先声明：本人不是胖子,不是想咨询身材方面的想咨询一下坚持跑步对工作、生活会有帮助吗？体现在哪些方面？还有需要多大的量？续多长时间才能发现变化？最好是有亲身经历的！"
哪一个瞬间让你下定决心，开始健身了？,"减肥, 运动健身, 运动过春天",57,96,54151,健身房都有哪些健身器材？分别有什么作用？,本题已收录圆桌»运动在冬季，更多「冬季运动」相关话题欢迎关注讨论。
健身小白，去了健身房真的除了跑步不知道干什么？,"健身, 减肥, 健身教练, 健身与减脂, 减肥方法",1,122,156671,上大学后是否还有可能通过锻炼的方式再长高几厘米？,21岁男生才165还有机会高吗？身高真的困扰我很多，也限制了我很多想做的事。你们身边有20几岁还长高的例子吗
按照大家说的方法 我的腿粗了是什么原因 ？女生小腿非常壮怎么办？,"健身, 减肥, 健身与减脂",4,3770,643183,坚持跑步到底有哪些改变？,"首先声明：本人不是胖子,不是想咨询身材方面的想咨询一下坚持跑步对工作、生活会有帮助吗？体现在哪些方面？还有需要多大的量？续多长时间才能发现变化？最好是有亲身经历的！"
除了跑步和游泳，还有哪些容易坚持的不伤膝盖的有氧运动？,"健身, 跑步, 游泳, 坚持",56,271,185921,跳绳健身有哪些需要注意的地方？,"受场地等限制，本人准备跳绳健身。目前是每天跳500个，刚跳两天，两个小腿挺疼。搜索了一下问题，有人说是没有做肌肉拉伸的原因，还有的说不建议天天跳。。我的问题是：1.强度大概应是多少为好？2.频率 3.跳后如何拉伸？希望有大神能回答这个问题。2014.8.2后记采纳了大神们的意见跳中和跳后拉伸，昨日又跳500，今天一点疼痛的感觉都没有，很好！还大神说500强度太低了，对我来说真是循序渐进吧，从约350开始，就出汗，身体微热了，跳完500后，感觉差不多了。虽然休息一下能跳到600,700，但是想想毕竟刚开始，有个过程"
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",19,5662,1688438,在工厂里干粗活能起到健身的效果吗？,
什么是健身婊？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",43,2539,13340741,一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象",138,55594,10105534,如何评价知名视频博主「田野上的繁荣」在 2 月 20 日的视频中劝大学生少在意工资高低，多注重锻炼？,
健身房有哪些奇葩逗逼？,"健身, 健身教练, 营养, 增肌, 健身增肌",18,16514,30953226,那些经常健身的人，后来怎么样了？,
怎么用现代眼光评价施瓦辛格的健身百科全书？,"健身, 健身教练, 健身指导, 健身与减脂, 健身补剂",2,474,208130,女孩子平时在家里有哪些健身锻炼的好方法？,女生如何健身，才能做到穿衣显瘦，形体优美？
半年或者一年健身下来你有了多大的变化？,"健身, 健身技术, 运动减肥, 健身增肌",21,823,1245506,如何锻炼不紧张的能力？,
为什么跑步要坚持40分钟 每天跑30分钟也能减肥吗？,"健身, 减肥, 健身与减脂, 科学跑步",1,47,275711,大学体育课男生引体向上 20 个满分合理吗（5 个开始有分）？,(改了一次之前记错了)，十分感谢大家的回答，本人普通二本，引体向上为标准正手，能不能荡看老师严不严，10个是及格，本人能做14个，且20满分是大一标准，大二三四每年加一个满分
有哪些适合健身新手的健身计划？,"健身, 健身教练, 健身标准, 运动减肥, 健身与减脂",38,301,807135,如何锻炼不紧张的能力？,
通过跳绳瘦下来是一种怎么样的体验？,"健身, 运动, 减肥, 跳绳, 健身与减脂",112,28193,20797143,有一个热爱健身的女朋友是怎样的体验？,问题问的是有一个热爱健身的“女朋友”是什么样的体验？怎么那么多人答自己？答自己也就算了，可是你还没有男朋友~镜像问题：有一个热爱健身的男朋友是怎样的体验？ - 运动
仰卧起坐常犯的错误有哪些？正确的姿势又是怎样的？,"健身, 仰卧起坐, 运动, 锻炼, 健身与减脂",32,2181,1390623,「卷腹」和普通的「仰卧起坐」有什么区别？,
腿长腰短，塑身太痛苦，求教方法？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",9,47,108264,是否应该每天都做俯卧撑？,每天5组俯卧撑，每组40个。刚练的时候每次做完肌肉都有发胀的感觉，还会出汗，但练的时间长了就没这种感觉了，每次练完除了很累，完全没有自己在长肌肉的感觉。是我每天都练已经疲了，还是个数不够了？
一公斤脂肪到底是9000大卡还是7700大卡？,"健康, 健身, 减肥, 健身与减脂",18,77,201978,为什么动物几乎不锻炼肌肉还那么发达，人却要不断健身才可以？,前提不成立
在健身房，你最讨厌什么样的人？,"健身, 运动, 心理健康, 行为, 健身房",63,12009,29231551,女孩子平时在家里有哪些健身锻炼的好方法？,女生如何健身，才能做到穿衣显瘦，形体优美？
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",19,5662,1688445,大肌肉除了好看还有什么意义？,最近这三四年，天朝的大肌霸越来越多了，在公共场合经常能看到（很多是类似于下图当中穿衣服的两位）。 大肌肉好看不好看，这是个主观问题，我们先不讨论（在练大肌肉的人眼中肯定是好看的，这个毫无疑问）。现在就来说说美观之外，大肌肉还有什么实际意义？大块肌肉对整体的健康和生活幸福感会有什么帮助吗？从世界范围看，美国人非常崇尚大块肌肉（美国什么东西都喜欢大，牛排、SUV都大得吓人），欧洲总体会好很多（想想英国人郭达森和美国人巨石强森的对比）。 美国人的这种偏好，对于四肢不算长的天朝群众的意义大么？下面水花兄弟的体格我看已经绰绰有余了（库里其实最近练得挺狠的）。
有哪些是你健身之后才知道的伪健身知识？,"健身, 健身教练, 健身房, 健身指导",1969,73124,37936015,一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象",138,55594,10105536,两个月内如何快速减脂？,
蛋白粉到底怎么冲？,"健身, 蛋白粉, 增肌, 健身增肌",20,224,851039,坚持跑步到底有哪些改变？,"首先声明：本人不是胖子,不是想咨询身材方面的想咨询一下坚持跑步对工作、生活会有帮助吗？体现在哪些方面？还有需要多大的量？续多长时间才能发现变化？最好是有亲身经历的！"
如何从零开始练习引体向上？,"健身, 体育, 引体向上, 肌肉力量, 健身与减脂",31,671,477349,一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",19,5662,1688446,如何练胸肌？,本题已加入知乎圆桌 »增肌训练指南 ，更多「增肌」讨论欢迎关注。
“肌肉在休息的时候超量生长”，其中关于“休息”的定义是睡觉吗？,"健身, 肌肉, 肌肉训练, 健身与减脂",40,384,555485,很瘦的话该如何增肌？,本人19，身高182，体重112斤。
女生如何自己健身？,"健身, 健身教练, 健身器材, 健身技术, 健身与减脂",44,11764,2042508,如何锻炼不紧张的能力？,
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",378,8332,4397186,仰卧起坐常犯的错误有哪些？正确的姿势又是怎样的？,
什么是健身婊？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",43,2539,13340743,每天坚持一个小时的锻炼，是种什么样的体验？,
剖腹产后多久可以运动减肥？什么运动比较适合？以及哺乳期如何减肥不减奶？,"健身, 健身与减脂, 减肥方法, 产后减肥, 健身塑形",11,249,225427,女生如何练背以及肩膀？,题主肩本身就宽，肩膀以及背部又堆积脂肪，导致显得虎背熊腰的，但不知如何对症下药。想请教练肩部以及背部的有效方法。PS 肩膀上的肉比较硬不知是否是肌肉？若是肌肉该怎么办？附图所示，十分感谢。
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",378,8332,4397189,健身房都有哪些健身器材？分别有什么作用？,本题已收录圆桌»运动在冬季，更多「冬季运动」相关话题欢迎关注讨论。
为什么碳水和糖才是长胖元凶，明明脂肪热量更高啊？,"健身, 食品营养, 减脂, 热量, 饮食营养",1324,8370,10107110,有一个热爱健身的女朋友是怎样的体验？,问题问的是有一个热爱健身的“女朋友”是什么样的体验？怎么那么多人答自己？答自己也就算了，可是你还没有男朋友~镜像问题：有一个热爱健身的男朋友是怎样的体验？ - 运动
低碳水饮食会让人变笨吗？,"健康, 健身, 健康膳食, 科学饮食, 健身与减脂",13,226,260876,有哪些让健身者尴尬的问题？,补充说明: 不是健身有多少优越感，而是不能理解那些不懂的人拿自己所谓不练也能瘦的“天赋”开嘲讽的感觉。答主自来补一个常见的：你最近健身瘦几斤啦，我最近什么都没干瘦了10斤呢
为什么总觉得胖子瘦下来比原本瘦的人更加有气质？,"健身, 减肥, 形象, 优雅 气质, 健身与减脂",19,5662,1688450,两个月内如何快速减脂？,
如何减掉腰腹部的脂肪？,"健康, 健身, 减肥, 肌肉, 减肥方法",606,65460,17895505,有一个热爱健身的女朋友是怎样的体验？,问题问的是有一个热爱健身的“女朋友”是什么样的体验？怎么那么多人答自己？答自己也就算了，可是你还没有男朋友~镜像问题：有一个热爱健身的男朋友是怎样的体验？ - 运动
有哪些令人后悔莫及的减脂误区？,"健身, 减脂, 运动减肥, 健身与减脂, 减肥经验",84,3867,2844066,如何练胸肌？,本题已加入知乎圆桌 »增肌训练指南 ，更多「增肌」讨论欢迎关注。
弹力带可以代替哑铃进行力量训练吗？,"健身, 健身教练, 健身器材, 健身与减脂, 健身塑形",17,60,292236,如何学会引体向上？,欢迎参与知乎想法 #我有八天假期# 讨论，用视频分享你的精彩假期~
健身圈到底有多乱？,"健身, 运动减肥, 健身与减脂, 健身塑形, 这个群体乱吗",117,14955,27435898,哪些部位的肌肉发达会给人一种强壮魁梧的感觉？另外如何练就这个部位的肌肉？,有一个没有健身过的人，他优先练哪些部位的肌肉，在视觉上会给人壮了的感觉？(穿衣状态)
160减到130，为何腹部脂肪仍然很厚？,"健身, 减肥, 减脂, 健身与减脂",16,1271,889372,上身正常臀腿部过肥的人怎么塑形？,具体来说就是臀部和大腿肥肉格外多，以至于影响整体观感和身材比例。谢谢大家回答TUT。LZ是个臀腿部过胖比例失衡的人，如何让这些肉跟上半身比看起来不那么惊心动魄，跪求方法……借题主的位子再问一句，深蹲应该是增肌的，会把大腿练粗，为什么还会推荐？题主更新：那张对比图其实右边表达的是“健美”的意思？解释太烦，把图删了
女生坚持健身是种怎样的体验？,"健身, 健身器械, 健身塑形, 健身增肌",108,8618,9594076,那些经常健身的人，后来怎么样了？,
请教健身达人科普一下什么是碳水化合物，蛋白质& 脂肪？,"健身, 运动减肥, 健身与减脂",12,385,511930,让儿童从小锻炼出棱角分明的肌肉会有哪些弊端？,日本最强小学生：Ryusei（今井竜惺），今年8岁，他的爸爸表示Ryusei出生在一个武术世家，爷爷是空手道选手、其爸爸本人就是李小龙粉丝，而Ryusei从1岁开始看李小龙的影视作品并模仿他，4年前因一段模仿李小龙的视频走红网络。
健身房有哪些奇葩逗逼？,"健身, 健身教练, 营养, 增肌, 健身增肌",18,16514,30953241,一个完全不运动的人和经常运动的人通常身体素质有多大的差距？,
半年或者一年健身下来你有了多大的变化？,"健身, 健身技术, 运动减肥, 健身增肌",21,823,1245508,如何锻炼腹肌和腰肌，又不伤腰椎？,本人最近在健身，坚持了三个月，上肢锻炼已经有明显效果，但是腹部锻炼由于以前伤过，腰椎不好，不能做仰卧起坐，故一直没法锻炼，求锻炼腹肌又不伤腰椎的方法，谢谢
内脏脂肪超高严重，如何短期内减掉内脏脂肪并提高基础代谢率？,"健身, 减肥, 减脂, 运动减肥, 健身与减脂",378,8332,4397195,跑步瘦身的你们每次跑多长时间，又是多久发现自己瘦了的呢？,
怎么减内脏脂肪？,"健身, 脂肪, 减脂, 健身与减脂",3,272,286591,大学四年，通过健身你获得了什么？,本题已加入知乎圆桌 »成为运动达人，更多「健身」讨论欢迎关注。
减脂的关键到底在于哪一点？,"健身, 减肥, 减脂, 健身与减脂, 大学生形象",138,55594,10105538,你健身之后对身材的审美发生了什么变化？,例如以前喜欢排骨男，现在喜欢肌肉男例如以前喜欢麻杆腿，现在喜欢....
杠铃卧推比哑铃卧推好在哪里？为什么大家都先推荐杠铃而非哑铃呢？,"健身, 身体健康, 健身器材, 健身增肌",1,77,120605,如何练胸肌？,本题已加入知乎圆桌 »增肌训练指南 ，更多「增肌」讨论欢迎关注。
什么是健身婊？,"健身, 健身技术, 健身与减脂, 健身塑形, 美容健身",43,2539,13340745,怎样能锻炼出识人的眼力？,我今年24岁 ，但是仍旧傻到撞了南墙才回头 ，不想一直这样下去 ，想问一下大家怎么能交到真正有心的人
女生坚持健身是种怎样的体验？,"健身, 健身器械, 健身塑形, 健身增肌",108,8618,9594078,为什么动物几乎不锻炼肌肉还那么发达，人却要不断健身才可以？,前提不成立
减肥健身应该注重什么部位，才能达到真正的肌肉锻炼而不仅仅是徒有其表？,"健身, 锻炼, 健身与减脂, 健身增肌",23,1964,129093,那些经常健身的人，后来怎么样了？,
